dteday,season,year,month,hr,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count_cr
2011-07-13,Fall,2011,Jul,0,0,Wednesday,1,Clear,0.76,0.7121,0.62,9,37,46
2011-07-13,Fall,2011,Jul,1,0,Wednesday,1,Clear,0.76,0.697,0.55,1,11,12
2011-07-13,Fall,2011,Jul,2,0,Wednesday,1,Clear,0.76,0.697,0.55,2,3,5
2011-07-13,Fall,2011,Jul,3,0,Wednesday,1,Clear,0.74,0.6818,0.58,0,4,4
2011-07-13,Fall,2011,Jul,4,0,Wednesday,1,Clear,0.74,0.6818,0.58,0,5,5
2011-07-13,Fall,2011,Jul,5,0,Wednesday,1,Clear,0.74,0.6818,0.58,4,22,26
2011-07-13,Fall,2011,Jul,6,0,Wednesday,1,Clear,0.74,0.6818,0.58,18,103,121
2011-07-13,Fall,2011,Jul,7,0,Wednesday,1,Clear,0.76,0.697,0.55,32,281,313
2011-07-13,Fall,2011,Jul,8,0,Wednesday,1,Clear,0.8,0.7424,0.49,31,418,449
2011-07-13,Fall,2011,Jul,9,0,Wednesday,1,Clear,0.82,0.7424,0.41,23,163,186
2011-07-13,Fall,2011,Jul,10,0,Wednesday,1,Clear,0.82,0.7576,0.46,33,80,113
2011-07-13,Fall,2011,Jul,11,0,Wednesday,1,Clear,0.84,0.7424,0.39,55,110,165
2011-07-13,Fall,2011,Jul,12,0,Wednesday,1,Clear,0.84,0.7576,0.41,40,134,174
2011-07-13,Fall,2011,Jul,13,0,Wednesday,1,Light Snow,0.82,0.7576,0.46,39,119,158
2011-07-13,Fall,2011,Jul,14,0,Wednesday,1,Light Snow,0.82,0.7576,0.46,27,89,116
2011-07-13,Fall,2011,Jul,15,0,Wednesday,1,Light Snow,0.64,0.5606,0.94,13,33,46
2011-07-13,Fall,2011,Jul,16,0,Wednesday,1,Misty,0.66,0.5909,0.89,23,118,141
2011-07-13,Fall,2011,Jul,17,0,Wednesday,1,Clear,0.7,0.6667,0.79,70,418,488
2011-07-13,Fall,2011,Jul,18,0,Wednesday,1,Clear,0.72,0.697,0.79,51,412,463
2011-07-13,Fall,2011,Jul,19,0,Wednesday,1,Clear,0.7,0.6667,0.79,79,340,419
2011-07-13,Fall,2011,Jul,20,0,Wednesday,1,Clear,0.7,0.6667,0.84,61,281,342
2011-07-13,Fall,2011,Jul,21,0,Wednesday,1,Clear,0.7,0.6667,0.79,56,194,250
2011-07-13,Fall,2011,Jul,22,0,Wednesday,1,Clear,0.68,0.6364,0.83,48,136,184
2011-07-13,Fall,2011,Jul,23,0,Wednesday,1,Clear,0.66,0.6061,0.83,33,83,116
2011-07-14,Fall,2011,Jul,0,0,Thursday,1,Clear,0.66,0.6212,0.69,14,32,46
2011-07-14,Fall,2011,Jul,1,0,Thursday,1,Clear,0.66,0.6212,0.61,4,21,25
2011-07-14,Fall,2011,Jul,2,0,Thursday,1,Clear,0.64,0.6212,0.57,3,7,10
2011-07-14,Fall,2011,Jul,3,0,Thursday,1,Clear,0.62,0.6212,0.57,1,5,6
2011-07-14,Fall,2011,Jul,4,0,Thursday,1,Clear,0.62,0.6212,0.53,0,6,6
2011-07-14,Fall,2011,Jul,5,0,Thursday,1,Clear,0.6,0.6212,0.56,6,22,28
2011-07-14,Fall,2011,Jul,6,0,Thursday,1,Clear,0.6,0.6061,0.6,14,116,130
2011-07-14,Fall,2011,Jul,7,0,Thursday,1,Clear,0.62,0.6212,0.53,23,311,334
2011-07-14,Fall,2011,Jul,8,0,Thursday,1,Clear,0.64,0.6212,0.5,53,433,486
2011-07-14,Fall,2011,Jul,9,0,Thursday,1,Clear,0.68,0.6364,0.47,29,195,224
2011-07-14,Fall,2011,Jul,10,0,Thursday,1,Clear,0.7,0.6364,0.42,32,95,127
2011-07-14,Fall,2011,Jul,11,0,Thursday,1,Clear,0.72,0.6515,0.37,38,110,148
2011-07-14,Fall,2011,Jul,12,0,Thursday,1,Clear,0.74,0.6515,0.35,51,172,223
2011-07-14,Fall,2011,Jul,13,0,Thursday,1,Clear,0.76,0.6667,0.33,39,138,177
2011-07-14,Fall,2011,Jul,14,0,Thursday,1,Clear,0.74,0.6515,0.35,49,129,178
2011-07-14,Fall,2011,Jul,15,0,Thursday,1,Clear,0.76,0.6667,0.33,42,138,180
2011-07-14,Fall,2011,Jul,16,0,Thursday,1,Clear,0.76,0.6667,0.33,43,231,274
2011-07-14,Fall,2011,Jul,17,0,Thursday,1,Clear,0.74,0.6515,0.37,78,517,595
2011-07-14,Fall,2011,Jul,18,0,Thursday,1,Clear,0.72,0.6515,0.42,94,484,578
2011-07-14,Fall,2011,Jul,19,0,Thursday,1,Clear,0.72,0.6515,0.39,67,333,400
2011-07-14,Fall,2011,Jul,20,0,Thursday,1,Clear,0.7,0.6364,0.42,81,267,348
2011-07-14,Fall,2011,Jul,21,0,Thursday,1,Clear,0.66,0.6212,0.5,58,203,261
2011-07-14,Fall,2011,Jul,22,0,Thursday,1,Clear,0.64,0.6212,0.57,42,134,176
2011-07-14,Fall,2011,Jul,23,0,Thursday,1,Clear,0.64,0.6061,0.65,27,97,124
2011-07-15,Fall,2011,Jul,0,0,Friday,1,Clear,0.62,0.5909,0.73,23,57,80
2011-07-15,Fall,2011,Jul,1,0,Friday,1,Clear,0.62,0.5909,0.73,7,13,20
2011-07-15,Fall,2011,Jul,2,0,Friday,1,Clear,0.6,0.5758,0.78,16,22,38
2011-07-15,Fall,2011,Jul,3,0,Friday,1,Clear,0.6,0.5909,0.73,1,6,7
2011-07-15,Fall,2011,Jul,4,0,Friday,1,Clear,0.6,0.5909,0.73,2,8,10
2011-07-15,Fall,2011,Jul,5,0,Friday,1,Clear,0.6,0.5909,0.73,7,16,23
2011-07-15,Fall,2011,Jul,6,0,Friday,1,Misty,0.6,0.5909,0.73,12,108,120
2011-07-15,Fall,2011,Jul,7,0,Friday,1,Clear,0.64,0.6061,0.65,17,257,274
2011-07-15,Fall,2011,Jul,8,0,Friday,1,Clear,0.64,0.6061,0.65,50,514,564
2011-07-15,Fall,2011,Jul,9,0,Friday,1,Clear,0.68,0.6364,0.54,31,176,207
2011-07-15,Fall,2011,Jul,10,0,Friday,1,Misty,0.66,0.6212,0.61,59,107,166
2011-07-15,Fall,2011,Jul,11,0,Friday,1,Clear,0.7,0.6515,0.54,73,137,210
2011-07-15,Fall,2011,Jul,12,0,Friday,1,Clear,0.7,0.6515,0.48,61,177,238
2011-07-15,Fall,2011,Jul,13,0,Friday,1,Clear,0.7,0.6515,0.54,85,162,247
2011-07-15,Fall,2011,Jul,14,0,Friday,1,Clear,0.7,0.6515,0.51,105,160,265
2011-07-15,Fall,2011,Jul,15,0,Friday,1,Clear,0.72,0.6515,0.45,74,163,237
2011-07-15,Fall,2011,Jul,16,0,Friday,1,Clear,0.72,0.6667,0.51,96,265,361
2011-07-15,Fall,2011,Jul,17,0,Friday,1,Clear,0.74,0.6667,0.42,104,483,587
2011-07-15,Fall,2011,Jul,18,0,Friday,1,Clear,0.72,0.6515,0.45,102,394,496
2011-07-15,Fall,2011,Jul,19,0,Friday,1,Clear,0.7,0.6364,0.45,114,280,394
2011-07-15,Fall,2011,Jul,20,0,Friday,1,Clear,0.7,0.6515,0.51,92,251,343
2011-07-15,Fall,2011,Jul,21,0,Friday,1,Clear,0.66,0.6212,0.54,75,186,261
2011-07-15,Fall,2011,Jul,22,0,Friday,1,Clear,0.66,0.6212,0.57,71,152,223
2011-07-15,Fall,2011,Jul,23,0,Friday,1,Clear,0.64,0.6212,0.61,41,126,167
2011-07-16,Fall,2011,Jul,0,0,Saturday,0,Clear,0.62,0.6061,0.65,42,68,110
2011-07-16,Fall,2011,Jul,1,0,Saturday,0,Clear,0.6,0.5909,0.69,24,51,75
2011-07-16,Fall,2011,Jul,2,0,Saturday,0,Clear,0.6,0.5909,0.73,10,48,58
2011-07-16,Fall,2011,Jul,3,0,Saturday,0,Clear,0.6,0.5758,0.78,6,20,26
2011-07-16,Fall,2011,Jul,4,0,Saturday,0,Clear,0.6,0.5909,0.73,9,7,16
2011-07-16,Fall,2011,Jul,5,0,Saturday,0,Clear,0.58,0.5455,0.78,4,6,10
2011-07-16,Fall,2011,Jul,6,0,Saturday,0,Clear,0.6,0.5758,0.78,16,21,37
2011-07-16,Fall,2011,Jul,7,0,Saturday,0,Clear,0.62,0.5909,0.73,14,38,52
2011-07-16,Fall,2011,Jul,8,0,Saturday,0,Clear,0.66,0.6212,0.65,37,90,127
2011-07-16,Fall,2011,Jul,9,0,Saturday,0,Clear,0.7,0.6515,0.54,72,150,222
2011-07-16,Fall,2011,Jul,10,0,Saturday,0,Clear,0.72,0.6667,0.54,114,208,322
2011-07-16,Fall,2011,Jul,11,0,Saturday,0,Clear,0.74,0.6667,0.48,171,225,396
2011-07-16,Fall,2011,Jul,12,0,Saturday,0,Clear,0.76,0.6818,0.43,187,276,463
2011-07-16,Fall,2011,Jul,13,0,Saturday,0,Clear,0.76,0.6818,0.45,221,276,497
2011-07-16,Fall,2011,Jul,14,0,Saturday,0,Clear,0.74,0.6667,0.45,201,232,433
2011-07-16,Fall,2011,Jul,15,0,Saturday,0,Clear,0.76,0.6818,0.45,205,223,428
2011-07-16,Fall,2011,Jul,16,0,Saturday,0,Clear,0.76,0.6818,0.45,183,242,425
2011-07-16,Fall,2011,Jul,17,0,Saturday,0,Clear,0.76,0.6818,0.45,234,241,475
2011-07-16,Fall,2011,Jul,18,0,Saturday,0,Clear,0.76,0.6818,0.45,185,243,428
2011-07-16,Fall,2011,Jul,19,0,Saturday,0,Clear,0.74,0.6818,0.48,164,242,406
2011-07-16,Fall,2011,Jul,20,0,Saturday,0,Clear,0.72,0.6667,0.51,108,188,296
2011-07-16,Fall,2011,Jul,21,0,Saturday,0,Clear,0.7,0.6515,0.58,85,167,252
2011-07-16,Fall,2011,Jul,22,0,Saturday,0,Clear,0.7,0.6515,0.65,65,136,201
2011-07-16,Fall,2011,Jul,23,0,Saturday,0,Clear,0.68,0.6364,0.61,61,107,168
2011-07-17,Fall,2011,Jul,0,0,Sunday,0,Clear,0.66,0.6212,0.65,34,91,125
2011-07-17,Fall,2011,Jul,1,0,Sunday,0,Clear,0.64,0.6061,0.69,16,86,102
2011-07-17,Fall,2011,Jul,2,0,Sunday,0,Clear,0.64,0.6061,0.69,28,66,94
2011-07-17,Fall,2011,Jul,3,0,Sunday,0,Clear,0.64,0.6061,0.69,21,26,47
2011-07-17,Fall,2011,Jul,4,0,Sunday,0,Clear,0.62,0.5909,0.73,4,6,10
2011-07-17,Fall,2011,Jul,5,0,Sunday,0,Clear,0.64,0.6061,0.69,4,8,12
2011-07-17,Fall,2011,Jul,6,0,Sunday,0,Clear,0.62,0.5909,0.73,10,11,21
2011-07-17,Fall,2011,Jul,7,0,Sunday,0,Clear,0.64,0.6061,0.73,20,30,50
2011-07-17,Fall,2011,Jul,8,0,Sunday,0,Clear,0.68,0.6364,0.65,45,73,118
2011-07-17,Fall,2011,Jul,9,0,Sunday,0,Clear,0.72,0.6667,0.58,74,110,184
2011-07-17,Fall,2011,Jul,10,0,Sunday,0,Clear,0.74,0.6818,0.6,127,177,304
2011-07-17,Fall,2011,Jul,11,0,Sunday,0,Clear,0.76,0.697,0.55,147,244,391
2011-07-17,Fall,2011,Jul,12,0,Sunday,0,Clear,0.76,0.697,0.55,177,243,420
2011-07-17,Fall,2011,Jul,13,0,Sunday,0,Clear,0.8,0.7424,0.49,200,272,472
2011-07-17,Fall,2011,Jul,14,0,Sunday,0,Clear,0.8,0.7424,0.49,168,262,430
2011-07-17,Fall,2011,Jul,15,0,Sunday,0,Clear,0.82,0.7424,0.43,129,195,324
2011-07-17,Fall,2011,Jul,16,0,Sunday,0,Clear,0.8,0.7273,0.46,129,188,317
2011-07-17,Fall,2011,Jul,17,0,Sunday,0,Clear,0.8,0.7424,0.49,133,236,369
2011-07-17,Fall,2011,Jul,18,0,Sunday,0,Clear,0.8,0.7273,0.46,147,243,390
2011-07-17,Fall,2011,Jul,19,0,Sunday,0,Clear,0.76,0.697,0.55,145,234,379
2011-07-17,Fall,2011,Jul,20,0,Sunday,0,Clear,0.76,0.7121,0.58,85,177,262
2011-07-17,Fall,2011,Jul,21,0,Sunday,0,Clear,0.74,0.6818,0.62,59,148,207
2011-07-17,Fall,2011,Jul,22,0,Sunday,0,Clear,0.72,0.6818,0.66,65,116,181
2011-07-17,Fall,2011,Jul,23,0,Sunday,0,Clear,0.7,0.6667,0.74,39,54,93
2011-07-18,Fall,2011,Jul,0,0,Monday,1,Clear,0.7,0.6667,0.74,21,30,51
2011-07-18,Fall,2011,Jul,1,0,Monday,1,Clear,0.7,0.6667,0.74,17,8,25
2011-07-18,Fall,2011,Jul,2,0,Monday,1,Clear,0.66,0.6061,0.83,2,8,10
2011-07-18,Fall,2011,Jul,3,0,Monday,1,Clear,0.66,0.6061,0.78,3,4,7
2011-07-18,Fall,2011,Jul,4,0,Monday,1,Clear,0.64,0.5909,0.78,1,3,4
2011-07-18,Fall,2011,Jul,5,0,Monday,1,Clear,0.64,0.5909,0.78,2,15,17
2011-07-18,Fall,2011,Jul,6,0,Monday,1,Clear,0.64,0.5758,0.83,10,95,105
2011-07-18,Fall,2011,Jul,7,0,Monday,1,Clear,0.68,0.6364,0.74,22,255,277
2011-07-18,Fall,2011,Jul,8,0,Monday,1,Clear,0.7,0.6515,0.7,18,329,347
2011-07-18,Fall,2011,Jul,9,0,Monday,1,Clear,0.74,0.697,0.67,33,170,203
2011-07-18,Fall,2011,Jul,10,0,Monday,1,Clear,0.76,0.7121,0.62,52,78,130
2011-07-18,Fall,2011,Jul,11,0,Monday,1,Clear,0.8,0.7576,0.55,42,99,141
2011-07-18,Fall,2011,Jul,12,0,Monday,1,Clear,0.8,0.7727,0.59,39,126,165
2011-07-18,Fall,2011,Jul,13,0,Monday,1,Clear,0.82,0.7879,0.56,27,125,152
2011-07-18,Fall,2011,Jul,14,0,Monday,1,Clear,0.82,0.7879,0.56,32,106,138
2011-07-18,Fall,2011,Jul,15,0,Monday,1,Clear,0.84,0.803,0.53,53,111,164
2011-07-18,Fall,2011,Jul,16,0,Monday,1,Clear,0.84,0.803,0.53,45,220,265
2011-07-18,Fall,2011,Jul,17,0,Monday,1,Clear,0.84,0.7879,0.49,72,473,545
2011-07-18,Fall,2011,Jul,18,0,Monday,1,Clear,0.82,0.7727,0.49,80,478,558
2011-07-18,Fall,2011,Jul,19,0,Monday,1,Clear,0.8,0.7576,0.55,63,335,398
2011-07-18,Fall,2011,Jul,20,0,Monday,1,Clear,0.78,0.7424,0.59,91,232,323
2011-07-18,Fall,2011,Jul,21,0,Monday,1,Clear,0.74,0.697,0.66,48,154,202
2011-07-18,Fall,2011,Jul,22,0,Monday,1,Clear,0.76,0.7273,0.66,36,104,140
2011-07-18,Fall,2011,Jul,23,0,Monday,1,Clear,0.74,0.697,0.66,32,59,91
2011-07-19,Fall,2011,Jul,0,0,Tuesday,1,Clear,0.74,0.697,0.66,25,26,51
2011-07-19,Fall,2011,Jul,1,0,Tuesday,1,Misty,0.74,0.697,0.66,7,6,13
2011-07-19,Fall,2011,Jul,2,0,Tuesday,1,Clear,0.72,0.6818,0.7,9,4,13
2011-07-19,Fall,2011,Jul,3,0,Tuesday,1,Clear,0.72,0.6818,0.7,2,1,3
2011-07-19,Fall,2011,Jul,4,0,Tuesday,1,Clear,0.72,0.6818,0.7,1,4,5
2011-07-19,Fall,2011,Jul,5,0,Tuesday,1,Misty,0.7,0.6667,0.74,0,19,19
2011-07-19,Fall,2011,Jul,6,0,Tuesday,1,Misty,0.72,0.697,0.74,8,126,134
2011-07-19,Fall,2011,Jul,7,0,Tuesday,1,Misty,0.74,0.697,0.7,28,287,315
2011-07-19,Fall,2011,Jul,8,0,Tuesday,1,Misty,0.76,0.7273,0.7,31,381,412
2011-07-19,Fall,2011,Jul,9,0,Tuesday,1,Misty,0.8,0.7879,0.63,22,177,199
2011-07-19,Fall,2011,Jul,10,0,Tuesday,1,Misty,0.82,0.7879,0.56,29,112,141
2011-07-19,Fall,2011,Jul,11,0,Tuesday,1,Clear,0.82,0.803,0.59,29,98,127
2011-07-19,Fall,2011,Jul,12,0,Tuesday,1,Clear,0.84,0.8182,0.56,26,127,153
2011-07-19,Fall,2011,Jul,13,0,Tuesday,1,Clear,0.86,0.8333,0.53,33,139,172
2011-07-19,Fall,2011,Jul,14,0,Tuesday,1,Clear,0.86,0.8182,0.5,41,111,152
2011-07-19,Fall,2011,Jul,15,0,Tuesday,1,Clear,0.88,0.8182,0.44,48,110,158
2011-07-19,Fall,2011,Jul,16,0,Tuesday,1,Clear,0.9,0.8485,0.42,61,216,277
2011-07-19,Fall,2011,Jul,17,0,Tuesday,1,Clear,0.8,0.803,0.66,68,445,513
2011-07-19,Fall,2011,Jul,18,0,Tuesday,1,Clear,0.8,0.803,0.66,80,450,530
2011-07-19,Fall,2011,Jul,19,0,Tuesday,1,Clear,0.76,0.7424,0.75,54,334,388
2011-07-19,Fall,2011,Jul,20,0,Tuesday,1,Clear,0.74,0.7273,0.74,48,229,277
2011-07-19,Fall,2011,Jul,21,0,Tuesday,1,Clear,0.74,0.7121,0.74,47,194,241
2011-07-19,Fall,2011,Jul,22,0,Tuesday,1,Clear,0.74,0.7121,0.74,36,120,156
2011-07-19,Fall,2011,Jul,23,0,Tuesday,1,Light Snow,0.72,0.697,0.79,19,73,92
2011-07-20,Fall,2011,Jul,0,0,Wednesday,1,Clear,0.7,0.6667,0.84,11,29,40
2011-07-20,Fall,2011,Jul,1,0,Wednesday,1,Clear,0.7,0.6667,0.84,4,7,11
2011-07-20,Fall,2011,Jul,2,0,Wednesday,1,Clear,0.7,0.6667,0.84,2,7,9
2011-07-20,Fall,2011,Jul,3,0,Wednesday,1,Clear,0.7,0.6667,0.84,2,4,6
2011-07-20,Fall,2011,Jul,4,0,Wednesday,1,Clear,0.68,0.6364,0.83,0,4,4
2011-07-20,Fall,2011,Jul,5,0,Wednesday,1,Clear,0.68,0.6364,0.83,4,19,23
2011-07-20,Fall,2011,Jul,6,0,Wednesday,1,Misty,0.68,0.6364,0.89,5,111,116
2011-07-20,Fall,2011,Jul,7,0,Wednesday,1,Misty,0.7,0.6667,0.84,27,276,303
2011-07-20,Fall,2011,Jul,8,0,Wednesday,1,Clear,0.74,0.7121,0.74,34,404,438
2011-07-20,Fall,2011,Jul,9,0,Wednesday,1,Clear,0.74,0.697,0.7,28,181,209
2011-07-20,Fall,2011,Jul,10,0,Wednesday,1,Clear,0.76,0.7273,0.7,34,76,110
2011-07-20,Fall,2011,Jul,11,0,Wednesday,1,Clear,0.8,0.7879,0.63,26,116,142
2011-07-20,Fall,2011,Jul,12,0,Wednesday,1,Clear,0.82,0.803,0.59,28,121,149
2011-07-20,Fall,2011,Jul,13,0,Wednesday,1,Clear,0.84,0.8182,0.56,23,97,120
2011-07-20,Fall,2011,Jul,14,0,Wednesday,1,Clear,0.86,0.8333,0.53,44,83,127
2011-07-20,Fall,2011,Jul,15,0,Wednesday,1,Clear,0.86,0.8182,0.5,36,102,138
2011-07-20,Fall,2011,Jul,16,0,Wednesday,1,Clear,0.84,0.8182,0.56,30,204,234
2011-07-20,Fall,2011,Jul,17,0,Wednesday,1,Clear,0.84,0.8333,0.59,50,405,455
2011-07-20,Fall,2011,Jul,18,0,Wednesday,1,Clear,0.84,0.8333,0.59,68,429,497
2011-07-20,Fall,2011,Jul,19,0,Wednesday,1,Clear,0.82,0.8485,0.67,59,323,382
2011-07-20,Fall,2011,Jul,20,0,Wednesday,1,Clear,0.8,0.8333,0.75,45,264,309
2011-07-20,Fall,2011,Jul,21,0,Wednesday,1,Clear,0.8,0.803,0.66,33,209,242
2011-07-20,Fall,2011,Jul,22,0,Wednesday,1,Clear,0.78,0.7727,0.7,25,144,169
2011-07-20,Fall,2011,Jul,23,0,Wednesday,1,Clear,0.76,0.7424,0.75,26,73,99
2011-07-21,Fall,2011,Jul,0,0,Thursday,1,Misty,0.76,0.7424,0.75,13,29,42
2011-07-21,Fall,2011,Jul,1,0,Thursday,1,Misty,0.74,0.7273,0.84,5,16,21
2011-07-21,Fall,2011,Jul,2,0,Thursday,1,Misty,0.74,0.7273,0.84,2,4,6
2011-07-21,Fall,2011,Jul,3,0,Thursday,1,Misty,0.74,0.7121,0.79,1,5,6
2011-07-21,Fall,2011,Jul,4,0,Thursday,1,Misty,0.72,0.7121,0.84,0,4,4
2011-07-21,Fall,2011,Jul,5,0,Thursday,1,Misty,0.72,0.7121,0.84,2,16,18
2011-07-21,Fall,2011,Jul,6,0,Thursday,1,Misty,0.72,0.7121,0.84,6,111,117
2011-07-21,Fall,2011,Jul,7,0,Thursday,1,Misty,0.74,0.7273,0.84,23,251,274
2011-07-21,Fall,2011,Jul,8,0,Thursday,1,Misty,0.76,0.7576,0.79,23,358,381
2011-07-21,Fall,2011,Jul,9,0,Thursday,1,Misty,0.8,0.8182,0.75,34,166,200
2011-07-21,Fall,2011,Jul,10,0,Thursday,1,Misty,0.82,0.8636,0.71,31,47,78
2011-07-21,Fall,2011,Jul,11,0,Thursday,1,Misty,0.86,0.8939,0.63,27,79,106
2011-07-21,Fall,2011,Jul,12,0,Thursday,1,Clear,0.88,0.8939,0.56,29,106,135
2011-07-21,Fall,2011,Jul,13,0,Thursday,1,Clear,0.88,0.8939,0.56,21,81,102
2011-07-21,Fall,2011,Jul,14,0,Thursday,1,Clear,0.9,0.8939,0.5,50,97,147
2011-07-21,Fall,2011,Jul,15,0,Thursday,1,Clear,0.9,0.9242,0.53,40,93,133
2011-07-21,Fall,2011,Jul,16,0,Thursday,1,Clear,0.92,0.9242,0.48,43,167,210
2011-07-21,Fall,2011,Jul,17,0,Thursday,1,Clear,0.92,0.9091,0.45,40,374,414
2011-07-21,Fall,2011,Jul,18,0,Thursday,1,Clear,0.9,0.8939,0.5,39,343,382
2011-07-21,Fall,2011,Jul,19,0,Thursday,1,Clear,0.86,0.9242,0.67,51,233,284
2011-07-21,Fall,2011,Jul,20,0,Thursday,1,Clear,0.84,0.8939,0.71,38,199,237
2011-07-21,Fall,2011,Jul,21,0,Thursday,1,Clear,0.82,0.8939,0.75,38,187,225
2011-07-21,Fall,2011,Jul,22,0,Thursday,1,Clear,0.82,0.8636,0.71,36,113,149
2011-07-21,Fall,2011,Jul,23,0,Thursday,1,Clear,0.8,0.8182,0.71,40,73,113
2011-07-22,Fall,2011,Jul,0,0,Friday,1,Clear,0.82,0.8333,0.63,9,51,60
2011-07-22,Fall,2011,Jul,1,0,Friday,1,Clear,0.8,0.7879,0.63,7,17,24
2011-07-22,Fall,2011,Jul,2,0,Friday,1,Clear,0.78,0.803,0.79,0,14,14
2011-07-22,Fall,2011,Jul,3,0,Friday,1,Clear,0.78,0.7879,0.75,1,6,7
2011-07-22,Fall,2011,Jul,4,0,Friday,1,Clear,0.76,0.7424,0.75,8,5,13
2011-07-22,Fall,2011,Jul,5,0,Friday,1,Clear,0.74,0.7121,0.79,2,17,19
2011-07-22,Fall,2011,Jul,6,0,Friday,1,Clear,0.76,0.7424,0.75,13,83,96
2011-07-22,Fall,2011,Jul,7,0,Friday,1,Misty,0.8,0.803,0.66,20,232,252
2011-07-22,Fall,2011,Jul,8,0,Friday,1,Misty,0.84,0.8485,0.63,30,292,322
2011-07-22,Fall,2011,Jul,9,0,Friday,1,Clear,0.86,0.8939,0.63,31,177,208
2011-07-22,Fall,2011,Jul,10,0,Friday,1,Clear,0.9,0.9242,0.53,32,83,115
2011-07-22,Fall,2011,Jul,11,0,Friday,1,Clear,0.9,0.8939,0.5,23,86,109
2011-07-22,Fall,2011,Jul,12,0,Friday,1,Clear,0.94,0.9545,0.48,20,95,115
2011-07-22,Fall,2011,Jul,13,0,Friday,1,Clear,0.94,0.9848,0.51,25,98,123
2011-07-22,Fall,2011,Jul,14,0,Friday,1,Clear,0.96,1.0,0.48,24,77,101
2011-07-22,Fall,2011,Jul,15,0,Friday,1,Clear,0.94,0.9848,0.51,32,101,133
2011-07-22,Fall,2011,Jul,16,0,Friday,1,Light Snow,0.9,0.8333,0.39,29,153,182
2011-07-22,Fall,2011,Jul,17,0,Friday,1,Clear,0.88,0.8485,0.47,35,271,306
2011-07-22,Fall,2011,Jul,18,0,Friday,1,Clear,0.9,0.8182,0.37,34,250,284
2011-07-22,Fall,2011,Jul,19,0,Friday,1,Misty,0.86,0.7879,0.41,40,210,250
2011-07-22,Fall,2011,Jul,20,0,Friday,1,Clear,0.84,0.8182,0.56,46,166,212
2011-07-22,Fall,2011,Jul,21,0,Friday,1,Clear,0.82,0.803,0.59,38,152,190
2011-07-22,Fall,2011,Jul,22,0,Friday,1,Misty,0.84,0.7879,0.49,44,105,149
2011-07-22,Fall,2011,Jul,23,0,Friday,1,Clear,0.8,0.7879,0.63,19,84,103
2011-07-23,Fall,2011,Jul,0,0,Saturday,0,Clear,0.82,0.7879,0.56,16,85,101
2011-07-23,Fall,2011,Jul,1,0,Saturday,0,Clear,0.82,0.7727,0.52,13,57,70
2011-07-23,Fall,2011,Jul,2,0,Saturday,0,Clear,0.82,0.7727,0.52,13,48,61
2011-07-23,Fall,2011,Jul,3,0,Saturday,0,Clear,0.78,0.7576,0.66,6,16,22
2011-07-23,Fall,2011,Jul,4,0,Saturday,0,Clear,0.76,0.7273,0.66,5,4,9
2011-07-23,Fall,2011,Jul,5,0,Saturday,0,Clear,0.76,0.7121,0.62,1,6,7
2011-07-23,Fall,2011,Jul,6,0,Saturday,0,Clear,0.8,0.7424,0.52,6,19,25
2011-07-23,Fall,2011,Jul,7,0,Saturday,0,Clear,0.8,0.7424,0.52,7,38,45
2011-07-23,Fall,2011,Jul,8,0,Saturday,0,Clear,0.84,0.7879,0.49,24,85,109
2011-07-23,Fall,2011,Jul,9,0,Saturday,0,Clear,0.84,0.7879,0.49,30,102,132
2011-07-23,Fall,2011,Jul,10,0,Saturday,0,Clear,0.86,0.7879,0.41,61,137,198
2011-07-23,Fall,2011,Jul,11,0,Saturday,0,Clear,0.9,0.8182,0.37,62,154,216
2011-07-23,Fall,2011,Jul,12,0,Saturday,0,Clear,0.92,0.8636,0.37,71,164,235
2011-07-23,Fall,2011,Jul,13,0,Saturday,0,Clear,0.94,0.8788,0.38,78,167,245
2011-07-23,Fall,2011,Jul,14,0,Saturday,0,Clear,0.92,0.8939,0.42,84,152,236
2011-07-23,Fall,2011,Jul,15,0,Saturday,0,Clear,0.94,0.8788,0.38,78,137,215
2011-07-23,Fall,2011,Jul,16,0,Saturday,0,Clear,0.94,0.8788,0.38,70,151,221
2011-07-23,Fall,2011,Jul,17,0,Saturday,0,Clear,0.94,0.8788,0.38,70,127,197
2011-07-23,Fall,2011,Jul,18,0,Saturday,0,Clear,0.92,0.8788,0.4,62,134,196
2011-07-23,Fall,2011,Jul,19,0,Saturday,0,Misty,0.82,0.803,0.59,80,137,217
2011-07-23,Fall,2011,Jul,20,0,Saturday,0,Clear,0.82,0.803,0.59,47,98,145
2011-07-23,Fall,2011,Jul,21,0,Saturday,0,Clear,0.82,0.803,0.59,39,115,154
2011-07-23,Fall,2011,Jul,22,0,Saturday,0,Clear,0.8,0.7727,0.59,37,88,125
2011-07-23,Fall,2011,Jul,23,0,Saturday,0,Clear,0.8,0.7727,0.59,27,77,104
2011-07-24,Fall,2011,Jul,0,0,Sunday,0,Clear,0.8,0.7727,0.59,42,77,119
2011-07-24,Fall,2011,Jul,1,0,Sunday,0,Clear,0.78,0.7576,0.66,33,63,96
2011-07-24,Fall,2011,Jul,2,0,Sunday,0,Clear,0.8,0.7879,0.63,12,48,60
2011-07-24,Fall,2011,Jul,3,0,Sunday,0,Clear,0.8,0.7879,0.63,17,20,37
